permno,ticker,comnam
69550,MYL,MYLAN INC
69607,SEG,SEAGATE TECHNOLOGY INC
69649,RJF,RAYMOND JAMES FINANCIAL INC
69796,STZ,CONSTELLATION BRANDS INC
70033,HOG,HARLEY DAVIDSON INC
70092,KBH,K B HOME
70229,SMS,SHARED MEDICAL SYSTEMS CORP
70308,ARG,AIRGAS INC
70332,APC,ANADARKO PETROLEUM CORP
70376,SHN,SHONEYS INC
70500,CCE,COCA COLA ENTERPRISES INC NEW
70519,C,CITIGROUP INC
70536,SIAL,SIGMA ALDRICH CORP
70578,ECL,ECOLAB INC
71001,PMI,PREMARK INTERNATIONAL INC
71175,UNM,UNUM GROUP
71563,TFC,TRUIST FINANCIAL CORP
71686,SOTR,SOUTHTRUST CORP
71765,CRR,CONRAIL INC
71889,SOV,SOVRAN FINANCIAL CORP
71984,FTL,FRUIT OF THE LOOM INC
72726,STT,STATE STREET CORP
73139,SYK,STRYKER CORP
73940,SBL,SYMBOL TECHNOLOGIES INC
74617,TDM,TANDEM COMPUTERS INC
75030,TCOMA,TELE COMMUNICATIONS INC NEW
75034,BKR,BAKER HUGHES CO
75100,TIF,TIFFANY & CO NEW
75107,ABMD,ABIOMED INC
75175,MBI,M B I A INC
75186,SCHW,SCHWAB CHARLES CORP NEW
75224,HAR,HARMAN INTL INDS INC NEW
75241,PXD,PIONEER NATURAL RESOURCES CO
75257,TLAB,TELLABS INC
75333,BR,BURLINGTON RESOURCES INC
75423,ORX,ORYX ENERGY CO
75489,SPLS,STAPLES INC
75510,ADBE,ADOBE INC
75573,ODP,O D P CORP
75577,ALTR,ALTERA CORP
75591,IEX,IDEX CORP
75607,GEN,GEN DIGITAL INC
75625,ETS,ENTERASYS NETWORKS INC
75646,AGN,ALLERGAN INC
75647,MII,MORTON INTERNATIONAL INC NEW
75694,TECH,BIO TECHNE CORP
75789,FRE,FEDERAL HOME LOAN MORTGAGE CORP
75819,VC,VENCOR INC
75825,EOG,EOG RESOURCES INC
75828,EA,ELECTRONIC ARTS INC
75857,SLR,SOLECTRON CORP
75912,PTC,P T C INC
76070,GIDL,GIDDINGS & LEWIS INC WIS
76076,CSCO,CISCO SYSTEMS INC
76082,CTRA,COTERRA ENERGY INC
76090,HET,HARRAHS ENTERTAINMENT INC
76095,HOLX,HOLOGIC INC
76122,SFS,SANTA FE SNYDER CORP
76129,COMS,3COM CORP
76149,SWY,SAFEWAY INC
76171,HCA,H C A INC NEW
76185,TYL,TYLER TECHNOLOGIES INC
76201,XLNX,XILINX INC
76226,PARA,PARAMOUNT GLOBAL
76230,TRMB,TRIMBLE INC
76240,BJS,B J SERVICES CO
76282,AN,AUTONATION INC DEL
76285,CVN,C & S SOVRAN CORP
76557,KRB,M B N A CORP
76563,FMY,MEYER FRED INC DEL
76565,HMA,HEALTH MANAGEMENT ASSOCIATES INC
76597,NGH,NABISCO GROUP HOLDING CORP
76605,AZO,AUTOZONE INC
76608,PT,PET INC NEW
76614,REGN,REGENERON PHARMACEUTICALS INC
76619,CVH,COVENTRY HEALTH CARE INC
76624,PMCS,P M C SIERRA INC
76625,CEPH,CEPHALON INC
76638,JNY,JONES GROUP INC
76639,TSS,TOTAL SYSTEM SERVICES INC
76644,X,UNITED STATES STEEL CORP NEW
76656,MEDI,MEDIMMUNE INC
76708,ATGE,ADTALEM GLOBAL EDUCATION INC
76709,IDXX,I D E X X LABORATORIES INC
76712,AES,A E S CORP
76744,VRTX,VERTEX PHARMACEUTICALS INC
76754,BAY,BAY NETWORKS INC
76757,ABK,AMBAC FINANCIAL GROUP INC
76795,ZBRA,ZEBRA TECHNOLOGIES CORP
76804,MTG,M G I C INVESTMENT CORP WIS
76841,BIIB,BIOGEN INC
76887,AW,ALLIED WASTE INDUSTRIES INC
77037,ODFL,OLD DOMINION FREIGHT LINE INC
77063,HCR,MANOR CARE INC NEW
77150,FSH,FISHER SCIENTIFIC INTL INC
77157,OI,O I GLASS INC
77173,VTSS,VITESSE SEMICONDUCTOR CORP
77178,QCOM,QUALCOMM INC
77182,PRGO,PERRIGO CO
77274,GILD,GILEAD SCIENCES INC
77281,WFM,WHOLE FOODS MARKET INC
77284,NXTL,NEXTEL COMMUNICATIONS INC
77338,ROP,ROPER TECHNOLOGIES INC
77357,SNPS,SYNOPSYS INC
77418,TWX,TIME WARNER INC NEW
77462,M,MACYS INC
77481,EP,EL PASO CORP
77496,MHK,MOHAWK INDUSTRIES INC
77546,FDC,FIRST DATA CORP
77605,BSX,BOSTON SCIENTIFIC CORP
77606,KSS,KOHLS CORP
77644,GIC,GENERAL INSTRUMENT CORP DEL
77649,STE,STERIS CORP
77659,BBBY,BED BATH & BEYOND INC
77661,DHI,D R HORTON INC
77668,ESRX,EXPRESS SCRIPTS HOLDING CO
77702,SBUX,STARBUCKS CORP
77730,TSN,TYSON FOODS INC
77768,PX,PRAXAIR INC
77976,MFE,MCAFEE INC
78034,PDCO,PATTERSON COMPANIES INC
78083,PSFT,PEOPLESOFT INC
78139,CPWR,COMPUWARE CORP
78263,UPC,UNION PLANTERS CORP
78788,HFS,H F S INC
78840,IAC,IAC INC
78877,CHK,CHESAPEAKE ENERGY CORP
78916,ACT,ACTAVIS INC
78946,DWD,DEAN WITTER DISCOVER & CO
78968,USBC,UNITED STATES BANCORP
78975,INTU,INTUIT INC
78987,MCHP,MICROCHIP TECHNOLOGY INC
79041,GHC,GALEN HEALTH CARE INC
79089,FOSL,FOSSIL GROUP INC
79094,JBL,JABIL INC
79103,ORLY,O REILLY AUTOMOTIVE INC NEW
79108,SANM,SANMINA CORP
79119,USHC,UNITED STATES HEALTHCARE INC
79212,XTO,X T O ENERGY INC
79237,RIG,TRANSOCEAN OFFSHORE INC
79250,USS,UNITED STATES SURGICAL CORP
79265,FLIR,FLIR SYSTEMS INC
79323,ALL,ALLSTATE CORP
79411,PETM,PETSMART INC
79545,BWA,BORGWARNER INC
79588,GMCR,KEURIG GREEN MOUNTAIN INC
79637,UHS,UNIVERSAL HEALTH SERVICES INC
79678,ATVI,ACTIVISION BLIZZARD INC
79686,DECK,DECKERS OUTDOOR CORP
79698,IT,GARTNER INC
79718,MERQ,MERCURY INTERACTIVE CORP
79764,MAR,MARRIOTT INTERNATIONAL INC NEW
79785,NVR,N V R INC
79879,VIAV,VIAVI SOLUTIONS INC
79881,URBN,URBAN OUTFITTERS INC
79906,INCY,INCYTE CORP
79915,NFX,NEWFIELD EXPLORATION CO
79973,GTW,GATEWAY INC
80055,VRTS,VERITAS SOFTWARE CORP
80080,EMN,EASTMAN CHEMICAL CO
80094,ATI,AIRTOUCH COMMUNICATIONS
80191,ALB,ALBEMARLE CORP
80204,MLM,MARTIN MARIETTA MATERIALS INC
80266,QLGC,QLOGIC CORP
80286,TSCO,TRACTOR SUPPLY CO NEW
80303,AKS,A K STEEL HOLDING CORP
80320,CPRT,COPART INC
80410,WAI,WESTERN ATLAS INC
80411,FDSH,FDS HOLDING CO
80470,QTRN,QUINTILES TRANSNATIONAL CORP
80506,ASND,ASCEND COMMUNICATIONS INC
80515,RATL,RATIONAL SOFTWARE CORP
80539,NKTR,NEKTAR THERAPEUTICS
80563,PENN,PENN ENTERTAINMENT INC
80599,LEH,LEHMAN BROTHERS HOLDINGS INC
80678,CSE,CASE CORP
80694,GLD,SANTA FE PACIFIC GOLD CORP
80913,ACS,AFFILIATED COMPUTER SERVICES INC
81055,COF,CAPITAL ONE FINANCIAL CORP
81061,MCK,MCKESSON H B O C INC
81126,GDT,GUIDANT CORP
81138,APOL,APOLLO EDUCATION GROUP INC
81193,TMC,TIMES MIRROR CO NEW
81262,CMX,CAREMARK RX INC
81285,TT,TRANE INC
81481,DLTR,DOLLAR TREE INC
81540,COR,CENCORA INC
81593,COOP,MR COOPER GROUP INC
81655,DRI,DARDEN RESTAURANTS INC
81677,WAB,WABTEC CORP
81696,DISH,DISH NETWORK CORP
81736,RMD,RESMED INC
81774,FCX,FREEPORT MCMORAN INC
81776,SUNE,SUNEDISON INC
81857,CAM,CAMERON INTERNATIONAL CORP
82196,DNR,DENBURY RESOURCES INC
82276,ACGL,ARCH CAPITAL GROUP LTD
82298,DO,DIAMOND OFFSHORE DRILLING INC
82303,RE,EVEREST REINSURANCE HOLDINGS INC
82307,DVA,DAVITA INC
82308,UPR,UNION PACIFIC RES GROUP INC
82309,UMG,U S WEST INC
82486,ERIE,ERIE INDEMNITY CO
82515,POOL,POOL CORP
82581,HSIC,SCHEIN HENRY INC
82598,NTAP,NETAPP INC
82618,SNDK,SANDISK CORP
82642,EL,LAUDER ESTEE COS INC
82643,LXK,LEXMARK INTERNATIONAL INC NEW
82647,PNU,PHARMACIA & UPJOHN INC
82651,WAT,WATERS CORP
82686,CTXS,CITRIX SYSTEMS INC
82705,WETT,WETTERAU INC
82775,HIG,HARTFORD FINANCIAL SVCS GRP INC
82776,ITT,I T T CORP NEV
82959,WLL,WILLAMETTE INDUSTRIES INC
83111,ALXN,ALEXION PHARMACEUTICALS INC
83143,IRM,IRON MOUNTAIN INC
83332,LU,LUCENT TECHNOLOGIES INC
83413,SAPE,SAPIENT CORP
83421,DF,DEAN FOODS CO NEW
83435,YHOO,YAHOO INC
83440,AFS,ASSOCIATES FIRST CAPITAL CORP
83443,BRK,BERKSHIRE HATHAWAY INC DEL
83462,TUP,TUPPERWARE BRANDS CORP
83583,WLP,WELLPOINT HEALTH NETWRKS INC NEW
83596,EDS,ELECTRONIC DATA SYS CORP NEW
83597,FDS,FACTSET RESEARCH SYSTEMS INC
83601,WOR,WORTHINGTON ENTERPRISES INC
83621,ANSS,ANSYS INC
83630,BVSN,BROADVISION INC
83693,SEBL,SIEBEL SYSTEMS INC
83699,TIE,TITANIUM METALS CORP
83862,ETFC,E TRADE FINANCIAL CORP
83906,SRCL,STERICYCLE INC
83976,ANF,ABERCROMBIE & FITCH CO
83981,CPN,CALPINE CORP
83988,GRA,GRACE W R & CO DEL
84001,UVN,UNIVISION COMMUNICATIONS INC
84020,RX,I M S HEALTH INC
84032,NOV,N O V INC
84036,TSG,SABRE HOLDINGS CORP
84129,ZION,ZIONS BANCORPORATION N A
84176,SSP,E W SCRIPPS CO
84262,STLD,STEEL DYNAMICS INC
84342,MWW,MONSTER WORLDWIDE INC
84372,VYX,N C R VOYIX CORP
84373,DGX,QUEST DIAGNOSTICS INC
84375,TEN,TENNECO INC DE
84381,ROK,ROCKWELL AUTOMATION INC
84519,CIEN,CIENA CORP
84761,TTWO,TAKE TWO INTERACTIVE SOFTWR INC
84769,APH,AMPHENOL CORP NEW
84788,AMZN,AMAZON COM INC
85032,Q,QWEST COMMUNICATIONS INTL INC
85035,QRVO,QORVO INC
85072,RL,RALPH LAUREN CORP
85073,PVN,PROVIDIAN FINANCIAL CORP
85257,AME,AMETEK INC NEW
85269,VLO,VALERO ENERGY CORP NEW
85271,ACAS,AMERICAN CAPITAL LTD
85348,YUM,YUM BRANDS INC
85459,CHRW,CH ROBINSON WORLDWIDE INC
85516,PWER,POWER ONE INC
85522,AMCC,APPLIED MICRO CIRCUITS CORP
85593,AMG,AFFILIATED MANAGERS GROUP INC
85599,CIT,C I T GROUP INC
85621,MTD,METTLER TOLEDO INTERNATIONAL INC
85631,ADSK,AUTODESK INC
85663,URI,UNITED RENTALS INC
85675,EVHC,ENVISION HEALTHCARE CORP
85753,VRSN,VERISIGN INC
85792,PWR,QUANTA SERVICES INC
85869,BMG,BATTLE MOUNTAIN GOLD CO
85908,GRA,GRACE W R & CO DEL NEW
85913,MAR,MARRIOTT INTERNATIONAL INC NEW
85914,BBY,BEST BUY COMPANY INC
85926,SEE,SEALED AIR CORP NEW
85963,BRCM,BROADCOM CORP
85991,LVLT,LEVEL 3 COMMUNICATIONS INC
86021,LLL,L 3 TECHNOLOGIES INC
86041,YNR,YOUNG & RUBICAM INC
86102,FHI,FEDERATED HERMES INC
86111,AMT,AMERICAN TOWER CORP
86136,SRE,SEMPRA ENERGY
86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP
86176,KG,KING PHARMACEUTICALS INC
86228,RSG,REPUBLIC SERVICES INC
86239,CFIP,C F & I STEEL CORP
86288,CSGP,COSTAR GROUP INC
86305,CVG,CONVERGYS CORP
86339,CCI,CROWN CASTLE INTERNATIONAL CORP
86356,EBAY,EBAY INC
86414,PCS,SPRINT CORP
86496,CNXT,CONEXANT SYSTEMS INC
86580,NVDA,NVIDIA CORP
86591,DPH,DELPHI CORP
86725,LIFE,LIFE TECHNOLOGIES CORP
86756,PBG,PEPSI BOTTLING GROUP INC
86783,BKNG,BOOKING HOLDINGS INC
86799,CNX,C N X RESOURCES CORP
86845,CBH,COMMERCE BANCORP INC NJ
86868,GS,GOLDMAN SACHS GROUP INC
86946,RAI,REYNOLDS AMERICAN INC
86964,FFIV,F 5 INC
86976,CNC,CONSECO INC
86979,JNPR,JUNIPER NETWORKS INC
86996,SBAC,S B A COMMUNICATIONS CORP
87029,COC,CONOCO INC
87034,LII,LENNOX INTERNATIONAL INC
87055,COST,COSTCO WHOLESALE CORP NEW
87070,HCBK,HUDSON CITY BANCORP INC
87127,CYM,CYPRUS AMAX MINERALS CO
87137,DVN,DEVON ENERGY CORP NEW
87184,RHT,RED HAT INC
87267,BLK,BLACKROCK INC NEW
87292,PTV,PACTIV CORP
87299,AKAM,AKAMAI TECHNOLOGIES INC
87432,A,AGILENT TECHNOLOGIES INC
87445,TDY,TELEDYNE TECHNOLOGIES
87447,UPS,UNITED PARCEL SERVICE INC
87536,JHF,HANCOCK JOHN FINANCIAL SVCS INC
87541,PKG,PACKAGING CORP AMERICA
87657,EW,EDWARDS LIFESCIENCES CORP
87717,EXPD,EXPEDITORS INTERNATIONAL WA INC
87800,PALM,PALM INC
87842,MET,METLIFE INC
88031,MNST,MONSTER BEVERAGE CORP NEW
88182,ON,ON SEMICONDUCTOR CORP
88281,CRL,CHARLES RIVER LABS INTL INC
88313,JNS,JANUS CAP GROUP INC
88319,VC,VISTEON CORP
88352,ISRG,INTUITIVE SURGICAL INC
88388,UMG,MEDIAONE GROUP INC
88436,ENDP,ENDO HEALTH SOLUTIONS INC
88446,ILMN,ILLUMINA INC
88587,AV,AVAYA INC
88590,DNB,DUN & BRADSTREET CORP DEL NEW
88601,MIR,MIRANT CORP
88661,TPR,TAPESTRY INC
88664,JKHY,HENRY JACK & ASSOC INC
88668,MON,MONSANTO CO NEW
88845,AET,AETNA INC NEW
88853,FLR,FLUOR CORP NEW
88860,ALGN,ALIGN TECHNOLOGY INC
88873,GPN,GLOBAL PAYMENTS INC
88991,BTU,PEABODY ENERGY CORP
89001,AWE,A T & T WIRELESS SVCS INC
89002,BFH,BREAD FINANCIAL HOLDINGS INC
89003,FIS,FIDELITY NATIONAL INFO SVCS INC
89004,FTI,F M C TECHNOLOGIES INC
89006,MDLZ,MONDELEZ INTERNATIONAL INC
89014,COL,ROCKWELL COLLINS INC
89031,AXON,AXON ENTERPRISE INC
89070,ZBH,ZIMMER BIOMET HOLDINGS INC
89105,JOY,JOY GLOBAL INC
89179,ELV,ELEVANCE HEALTH INC
89195,PFG,PRINCIPAL FINANCIAL GROUP INC
89216,AYI,ACUITY BRANDS INC
89217,AAP,ADVANCE AUTO PARTS INC
89258,PRU,PRUDENTIAL FINANCIAL INC
89269,CNC,CENTENE CORP DEL
89301,GME,GAMESTOP CORP NEW
89392,KWP,KING WORLD PRODUCTIONS INC
89393,NFLX,NETFLIX INC
89463,CIT,C I T GROUP INC NEW
89495,TAP,TRAVELERS PPTY CASUALTY CORP NEW
89508,KMX,CARMAX INC
89509,XEC,CIMAREX ENERGY CO
89525,CMCSA,COMCAST CORP NEW
89533,WYNN,WYNN RESORTS LTD
89565,CMCSK,COMCAST CORP NEW
89617,EQIX,EQUINIX INC
89626,CME,C M E GROUP INC
89757,SHLD,SEARS HOLDINGS CORP
89781,MOH,MOLINA HEALTHCARE INC
89813,MHS,MEDCO HEALTH SOLUTIONS INC
89866,LKQ,L K Q CORP
89954,DTV,DIRECTV
90038,AIZ,ASSURANT INC
90071,NRG,N R G ENERGY INC
90090,SBNY,SIGNATURE BANK NEW YORK N Y
90110,HSP,HOSPIRA INC
90162,GNW,GENWORTH FINANCIAL INC
90199,CBRE,C B R E GROUP INC
90215,CRM,SALESFORCE INC
90248,DPZ,DOMINOS PIZZA INC
90272,WCG,WELLCARE HEALTH PLANS INC
90319,GOOGL,ALPHABET INC
90352,DYN,DYNEGY INC NEW DEL
90386,MOS,MOSAIC CO NEW
90435,FSL,FREESCALE SEMICONDUCTOR INC
90441,TFCFA,TWENTY FIRST CENTURY FOX INC
90442,TFCF,TWENTY FIRST CENTURY FOX INC
90454,MKTX,MARKETAXESS HLDGS INC
90455,MPWR,MONOLITHIC PWR SYS INC
90505,LVS,LAS VEGAS SANDS CORP
90520,CE,CELANESE CORP DEL
90537,NE,NOBLE DRILLING CORP
90547,ANR,ALPHA NATURAL RESOURCES INC
90601,NDAQ,NASDAQ INC
90609,NOVL,NOVELL INC
90664,DXCM,DEXCOM INC
90720,BLDR,BUILDERS FIRSTSOURCE INC
90721,GOSHA,OSHKOSH B GOSH INC
90805,DISCA,DISCOVERY INC
90808,EXPE,EXPEDIA GROUP INC
90829,CF,C F INDUSTRIES HOLDINGS INC
90880,AMP,AMERIPRISE FINANCIAL INC
90979,UAA,UNDER ARMOUR INC
90993,ICE,INTERCONTINENTALEXCHANGE GRP INC
91041,LYV,LIVE NATION ENTERTAINMENT INC
91063,VIAB,VIACOM INC NEW
91068,CMG,CHIPOTLE MEXICAN GRILL INC
91103,UAL,UNITED AIRLINES HOLDINGS INC
91143,NYX,N Y S E EURONEXT
91152,TDG,TRANSDIGM GROUP INC
91207,HOT,STARWOOD HOTELS & REST WLDWD INC
91218,EQ,EMBARQ CORP
91233,MA,MASTERCARD INC
91380,RBK,REEBOK INTERNATIONAL LTD
91388,H,REALOGY CORP
91391,WIN,WINDSTREAM HOLDINGS INC
91392,TNL,TRAVEL & LEISURE CO
91416,HBI,HANESBRANDS INC
91461,WU,WESTERN UNION CO
91547,LDOS,LEIDOS HOLDINGS INC
91556,ROST,ROSS STORES INC
91611,FSLR,FIRST SOLAR INC
91650,SE,SPECTRA ENERGY CORP
91668,IPGP,I P G PHOTONICS CORP
91849,BR,BROADRIDGE FINANCIAL SOLUTNS INC
91883,TWC,TIME WARNER CABLE INC
91907,SMCI,SUPER MICRO COMPUTER INC
91926,DAL,DELTA AIR LINES INC
91937,TMUS,T MOBILE U S INC
92050,PODD,INSULET CORP
92108,BX,BLACKSTONE INC
92121,DFS,DISCOVER FINANCIAL SERVICES
92203,LULU,LULULEMON ATHLETICA INC
92239,CXO,CONCHO RESOURCES INC
92293,TDC,TERADATA CORP DE
92322,ULTA,ULTA BEAUTY INC
92402,MSCI,M S C I INC
92602,PM,PHILIP MORRIS INTERNATIONAL INC
92611,V,VISA INC
92614,AWK,AMERICAN WATER WORKS CO INC
92618,DPS,DR PEPPER SNAPPLE GROUP INC
92655,UNH,UNITEDHEALTH GROUP INC
92709,SNI,SCRIPPS NETWORKS INTERACTIVE INC
92772,ILG,I L G INC
92778,DISCK,DISCOVERY INC
92890,MJN,MEAD JOHNSON NUTRITION CO
92988,CFN,CAREFUSION CORP
93002,AVGO,BROADCOM INC
93089,VRSK,VERISK ANALYTICS INC
93096,DG,DOLLAR GENERAL CORP NEW
93132,FTNT,FORTINET INC
93246,GNRC,GENERAC HOLDINGS INC
93422,QEP,Q E P RESOURCES INC
93429,CBOE,C B O E GLOBAL MARKETS INC
93436,TSLA,TESLA INC
